name,type,year,movieLength,genres,rating.kp,rating.imdb,rating.filmCritics,rating.russianFilmCritics,rating.await,votes.kp,votes.imdb,votes.filmCritics,votes.russianFilmCritics,votes.await,budget.currency,budget.value,premiere.country,premiere.digital,premiere.cinema,premiere.bluray,premiere.dvd,premiere.russia,premiere.world,fees.russia.value,fees.russia.currency,fees.usa.value,fees.usa.currency,fees.world.value,fees.world.currency,distributors.distributor,distributors.distributorRelease,fees.russia,fees.usa,fees.world
Любовь с препятствиями,movie,2012,109.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",7.242,6.5,0.0,0.0,,30024,5659,0,2,0,€,15000000.0,,,,2012-10-15T00:00:00.000Z,2012-10-01T00:00:00.000Z,2012-08-16T00:00:00.000Z,2012-06-13T00:00:00.000Z,872992.0,$,,,16840841.0,$,Каскад фильм,Новый Диск,,,
Дикая жизнь,movie,2017,105.0,[{'name': 'драма'}],6.78,6.8,7.7,91.6667,,30022,31844,221,12,0,,,,2019-02-01T00:00:00.000Z,,,,2018-10-18T00:00:00.000Z,2018-01-20T00:00:00.000Z,135304.0,$,1050616.0,$,3321367.0,$,,,,,
«Беркут». Отряд специального назначения,movie,2023,110.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",6.869,0.0,0.0,0.0,,30018,0,0,0,0,,,,,,,,,2023-11-02T00:00:00.000Z,,,,,,,,,,,
Противостояние,movie,2001,87.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}]",6.892,5.9,0.0,0.0,,29993,97598,0,1,0,$,49000000.0,,,,2009-06-11T00:00:00.000Z,2002-05-23T00:00:00.000Z,2001-12-27T00:00:00.000Z,2001-11-02T00:00:00.000Z,,,43905746.0,$,72689126.0,$,Каскад фильм,Columbia/Sony,,,
Срочная доставка,movie,2012,87.0,"[{'name': 'триллер'}, {'name': 'криминал'}]",6.563,6.5,6.3,0.0,,29990,119962,164,1,0,$,35000000.0,,,,2012-12-04T00:00:00.000Z,2012-12-04T00:00:00.000Z,,2012-08-22T00:00:00.000Z,,,20275446.0,$,31083599.0,$,WDSSPR,Columbia/Sony,,,
Возвращение,movie,2006,116.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.712,7.6,7.8,100.0,,29984,109491,171,4,0,€,7450000.0,,,,,2008-10-23T00:00:00.000Z,2006-07-06T00:00:00.000Z,2006-03-10T00:00:00.000Z,720000.0,$,12899867.0,$,85585177.0,$,Парадиз,Парадиз,,,
Кровь машин,movie,2019,50.0,[{'name': 'фантастика'}],6.257,6.1,7.1,0.0,,29941,4069,19,0,0,,,,2020-07-03T00:00:00.000Z,,,,,2019-09-14T00:00:00.000Z,,,,,,,,,,,
Волшебная лампа Аладдина,movie,1967,84.0,"[{'name': 'фэнтези'}, {'name': 'мелодрама'}, {'name': 'приключения'}]",7.992,6.7,0.0,0.0,,29940,699,0,0,0,,,,,,2012-08-20T00:00:00.000Z,2009-11-19T00:00:00.000Z,,1967-12-30T00:00:00.000Z,,,,,,,,,,,
Новая реальность,movie,2022,85.0,[{'name': 'фантастика'}],6.395,5.7,0.0,0.0,,29913,252,0,0,0,,,,,,,,,2023-06-12T00:00:00.000Z,,,,,,,,,,,
Граф Монте-Кристо,movie,1953,183.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'приключения'}]",7.983,7.1,0.0,0.0,,29907,1177,0,0,0,,,,,,,,,1954-01-14T00:00:00.000Z,,,,,,,,,,,
Молодожены,movie,2003,95.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",6.903,5.5,4.1,0.0,,29907,75714,105,0,0,$,18000000.0,,,,,2004-03-23T00:00:00.000Z,2003-04-17T00:00:00.000Z,2003-01-08T00:00:00.000Z,,,56127162.0,$,101564935.0,$,Гемини Киномир,Гемини-Фильм,,,
Танцы насмерть,movie,2016,98.0,[{'name': 'фантастика'}],4.096,2.8,0.0,0.0,,29904,1015,0,3,0,,,,2017-04-24T00:00:00.000Z,,,,2017-04-06T00:00:00.000Z,2017-09-01T00:00:00.000Z,177080.0,$,,,182957.0,$,Наше Кино,,,,
Сирота казанская,movie,1997,82.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",7.72,6.9,0.0,0.0,,29880,681,0,1,0,$,800000.0,,,,,2009-07-30T00:00:00.000Z,1997-12-05T00:00:00.000Z,,,,,,,,НТВ-Профит,Азимут,,,
Колетт,movie,2017,111.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'биография'}, {'name': 'история'}]",6.854,6.7,7.2,50.0,,29871,27089,229,6,0,,,,2019-01-21T00:00:00.000Z,,,,2018-11-29T00:00:00.000Z,2018-01-20T00:00:00.000Z,278980.0,$,5137622.0,$,14273033.0,$,Экспонента,,,,
Стражи Галактики: Праздничный спецвыпуск,movie,2022,42.0,"[{'name': 'короткометражка'}, {'name': 'комедия'}, {'name': 'фантастика'}]",7.094,6.9,7.8,0.0,,29868,100759,64,2,0,,,,2022-11-25T00:00:00.000Z,,,,,2022-11-25T00:00:00.000Z,,,,,,,,,,,
Поворот не туда 2: Тупик,movie,2007,93.0,"[{'name': 'ужасы'}, {'name': 'приключения'}]",5.603,5.5,6.4,0.0,,29861,47363,9,0,0,$,4000000.0,,,,,2007-11-01T00:00:00.000Z,,2007-08-25T00:00:00.000Z,,,,,,,,,,,
Отсчет убийств,movie,2002,115.0,"[{'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]",6.974,6.2,5.3,0.0,,29859,64008,127,1,0,$,50000000.0,,,,,2003-06-17T00:00:00.000Z,2002-07-18T00:00:00.000Z,2002-04-19T00:00:00.000Z,284933.0,$,31945749.0,$,56714147.0,$,Каро-Премьер,Premier Digital,,,
Бестолковые,movie,1995,97.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",7.054,6.9,6.9,0.0,,29843,259335,119,0,0,$,12000000.0,,,,,,,1995-07-07T00:00:00.000Z,,,56631572.0,$,56631572.0,$,,,,,
Девятая жизнь Луи Дракса,movie,2015,108.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",6.673,6.3,5.2,50.0,,29782,15456,65,6,0,,,,,,,,2016-09-01T00:00:00.000Z,2016-09-01T00:00:00.000Z,252815.0,$,,,584723.0,$,,,,,
Бартон Финк,movie,1991,117.0,"[{'name': 'драма'}, {'name': 'триллер'}, {'name': 'комедия'}]",7.695,7.6,8.0,100.0,,29781,131622,65,3,0,$,9000000.0,,,,,2009-03-12T00:00:00.000Z,,1991-05-18T00:00:00.000Z,,,6153939.0,$,6153939.0,$,,Lizard Cinema Trade,,,
Қораға Кірдік,movie,2024,102.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.122,0.0,0.0,0.0,,29774,0,0,0,0,,,,,,,,,2024-05-23T00:00:00.000Z,,,,,,,,,,,
Золотой глаз,movie,1995,130.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",7.036,7.2,7.1,0.0,,29773,275910,86,0,0,$,80000000.0,,,,,,1996-01-19T00:00:00.000Z,1995-11-13T00:00:00.000Z,,,106429941.0,$,348895621.0,$,Ист-Вест,,,,
Идеальный голос 2,movie,2015,114.0,"[{'name': 'комедия'}, {'name': 'музыка'}]",6.368,6.4,6.1,66.6667,,29764,173865,216,3,0,$,29000000.0,,,,2016-07-25T00:00:00.000Z,2016-07-25T00:00:00.000Z,2015-05-14T00:00:00.000Z,2015-04-20T00:00:00.000Z,145274.0,$,184296230.0,$,287144079.0,$,UPI,НД Плэй,,,
Однажды на Диком Западе,movie,1968,165.0,"[{'name': 'вестерн'}, {'name': 'боевик'}, {'name': 'драма'}]",7.992,8.5,9.1,0.0,,29741,363886,68,1,0,$,5000000.0,,,,,2003-02-26T00:00:00.000Z,,1968-12-20T00:00:00.000Z,,,5321508.0,$,5345791.0,$,,DVD Магия,,,
Про Красную Шапочку,movie,1977,135.0,"[{'name': 'мюзикл'}, {'name': 'фэнтези'}, {'name': 'детский'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.718,7.4,0.0,0.0,,29721,720,0,0,0,₽,345000.0,,,,,2011-12-06T00:00:00.000Z,,1977-12-31T00:00:00.000Z,,,,,,,,,,,
Тюльпанная лихорадка,movie,2016,105.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'история'}]",6.449,6.2,4.4,100.0,,29705,23249,61,6,0,$,25000000.0,,2017-11-29T00:00:00.000Z,,2017-12-11T00:00:00.000Z,2017-12-11T00:00:00.000Z,2017-08-24T00:00:00.000Z,2017-07-13T00:00:00.000Z,517465.0,$,2455635.0,$,9204549.0,$,,,,,
Аниара: Космическая обитель,movie,2018,106.0,"[{'name': 'фантастика'}, {'name': 'драма'}]",5.764,6.3,7.1,0.0,,29697,13380,49,0,0,,,,2021-06-07T00:00:00.000Z,,,,,2018-09-07T00:00:00.000Z,,,40124.0,$,40124.0,$,,,,,
Искусство обмана,movie,2019,100.0,"[{'name': 'комедия'}, {'name': 'криминал'}]",6.049,5.5,6.0,0.0,,29689,7275,12,2,0,$,3000000.0,,2019-09-12T00:00:00.000Z,,,,2019-07-18T00:00:00.000Z,2019-06-13T00:00:00.000Z,421561.0,$,,,641509.0,$,,,,,
Вы умрёте или мы вернём вам деньги,movie,2017,90.0,"[{'name': 'боевик'}, {'name': 'комедия'}]",6.598,6.3,5.3,100.0,,29685,6905,25,3,0,,,,2018-12-30T00:00:00.000Z,,,,2018-11-29T00:00:00.000Z,2018-06-27T00:00:00.000Z,76093.0,$,,,,,,,,,
Пиковая дама: Зазеркалье,movie,2018,83.0,[{'name': 'ужасы'}],5.51,5.0,0.0,20.0,,29683,786,0,5,0,,,,2019-06-24T00:00:00.000Z,,,,2019-03-14T00:00:00.000Z,2019-07-12T00:00:00.000Z,1449296.0,$,,,2431872.0,$,,,,,
Со дна вершины,movie,2017,111.0,"[{'name': 'драма'}, {'name': 'спорт'}]",7.197,5.9,0.0,0.0,,29682,93,0,2,0,,,,2018-04-12T00:00:00.000Z,,,,2018-03-01T00:00:00.000Z,,531772.0,$,,,,,,,,,
Мулан: Рождение легенды,movie,2020,74.0,"[{'name': 'боевик'}, {'name': 'военный'}, {'name': 'история'}]",6.674,5.3,0.0,0.0,,29653,113,0,0,0,,,,2023-07-20T00:00:00.000Z,,,,2023-06-29T00:00:00.000Z,2020-09-09T00:00:00.000Z,12494.0,$,,,11410.0,$,,,,,
Оскар,movie,1967,85.0,[{'name': 'комедия'}],8.058,7.5,0.0,0.0,,29647,7852,0,0,0,,,,,,,2008-09-18T00:00:00.000Z,,1967-07-13T00:00:00.000Z,,,,,,,,,,,
Дикая парочка,movie,2020,102.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",6.494,5.7,4.6,0.0,,29639,12906,134,2,0,,,,2021-07-11T00:00:00.000Z,,,,2021-02-11T00:00:00.000Z,2020-12-11T00:00:00.000Z,131835.0,$,213440.0,$,1517267.0,$,,,,,
Пэн: Путешествие в Нетландию,movie,2015,111.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",6.159,5.7,4.6,71.4286,,29630,68106,201,7,0,$,150000000.0,,2015-12-31T00:00:00.000Z,,2015-11-19T00:00:00.000Z,2015-11-19T00:00:00.000Z,2015-10-08T00:00:00.000Z,2015-09-20T00:00:00.000Z,4198665.0,$,35088320.0,$,128988320.0,$,Каро-Премьер,CP Дистрибуция,,,
На север через северо-запад,movie,1959,136.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'детектив'}, {'name': 'приключения'}]",7.838,8.3,9.3,0.0,,29594,357582,118,0,0,$,4000000.0,,,,,2003-01-29T00:00:00.000Z,,1959-07-01T00:00:00.000Z,,,13275000.0,$,13275000.0,$,,DVD Магия,,,
Поющие под дождем,movie,1951,103.0,"[{'name': 'мюзикл'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",8.033,8.3,9.4,0.0,,29589,262528,76,1,0,$,2540800.0,,,,,2008-11-27T00:00:00.000Z,,1952-03-27T00:00:00.000Z,,,1729345.0,$,1729345.0,$,,Мастер Тэйп,,,
Живые и мертвые,movie,1963,201.0,"[{'name': 'драма'}, {'name': 'военный'}]",8.427,7.7,0.0,0.0,,29579,440,0,0,0,,,,,,,,,1964-02-18T00:00:00.000Z,,,,,,,,,,,
Камон Камон,movie,2021,109.0,[{'name': 'драма'}],7.531,7.4,8.1,95.4545,,29559,40851,215,22,0,$,8300000.0,,2022-04-29T00:00:00.000Z,,,,2022-02-17T00:00:00.000Z,2021-09-02T00:00:00.000Z,304447.0,$,1863674.0,$,4499395.0,$,,,,,
День выборов,movie,2009,197.0,[{'name': 'комедия'}],7.974,0.0,0.0,0.0,,29559,0,0,0,0,,,,,,,2009-10-22T00:00:00.000Z,,,,,,,,,,,,,
Ужас Амитивилля: Пробуждение,movie,2015,87.0,"[{'name': 'ужасы'}, {'name': 'триллер'}]",5.332,4.8,3.9,0.0,,29558,15770,21,2,0,,,,2018-05-22T00:00:00.000Z,,2017-11-27T00:00:00.000Z,2017-11-27T00:00:00.000Z,2017-07-20T00:00:00.000Z,2017-06-30T00:00:00.000Z,1531497.0,$,742.0,$,8481997.0,$,,,,,
Ещё одна настоящая любовь,movie,2022,100.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",6.865,5.5,4.0,0.0,,29556,3016,32,0,0,,,,2023-04-20T00:00:00.000Z,,,,,2023-04-07T00:00:00.000Z,,,,,377769.0,$,,,,,
Близнецы-драконы,movie,1991,104.0,"[{'name': 'боевик'}, {'name': 'комедия'}]",7.664,6.4,5.1,0.0,,29540,12951,39,0,0,$,10000000.0,,,,,2013-02-26T00:00:00.000Z,,1992-01-15T00:00:00.000Z,,,8359717.0,$,8359717.0,$,,,,,
Скайлайн 3,movie,2020,113.0,"[{'name': 'фантастика'}, {'name': 'боевик'}]",4.973,4.8,5.3,0.0,,29526,9677,26,0,0,,,,,,,,2021-03-11T00:00:00.000Z,2020-10-25T00:00:00.000Z,43451.0,$,,,170581.0,$,,,,,
Привидение,movie,2018,97.0,"[{'name': 'фэнтези'}, {'name': 'мелодрама'}]",6.698,6.4,5.7,0.0,,29519,24410,64,1,0,$,4900000.0,,2018-06-06T00:00:00.000Z,,,,2018-04-26T00:00:00.000Z,2018-02-21T00:00:00.000Z,281525.0,$,6102076.0,$,10421847.0,$,,,,,
8 миллиметров,movie,1999,123.0,"[{'name': 'триллер'}, {'name': 'детектив'}, {'name': 'криминал'}]",7.114,6.6,4.3,0.0,,29511,146733,84,0,0,$,40000000.0,,,,,1999-06-24T00:00:00.000Z,1999-02-25T00:00:00.000Z,1999-02-19T00:00:00.000Z,,,36663315.0,$,96618699.0,$,Каскад фильм,Columbia/Sony,,,
Zолушка,movie,2012,87.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",3.973,4.0,0.0,0.0,,29508,484,0,0,0,,,,,,2012-04-12T00:00:00.000Z,2012-04-12T00:00:00.000Z,2012-02-14T00:00:00.000Z,2012-02-14T00:00:00.000Z,5169134.0,$,,,5508956.0,$,Централ Партнершип,Новый Диск,,,
Граница,movie,2007,103.0,[{'name': 'ужасы'}],6.165,6.2,6.2,0.0,,29493,29586,21,0,0,$,3000000.0,,,,2011-03-01T00:00:00.000Z,,2008-02-21T00:00:00.000Z,2007-07-01T00:00:00.000Z,481500.0,$,,,17006954.0,$,Lizard Cinema,Lizard Cinema Trade,,,
Жил-был Дэдпул,movie,2018,124.0,"[{'name': 'комедия'}, {'name': 'боевик'}, {'name': 'фантастика'}]",6.385,0.0,5.9,0.0,,29463,0,60,2,0,,,,2019-02-14T00:00:00.000Z,,,,2019-01-03T00:00:00.000Z,2018-12-12T00:00:00.000Z,742021.0,$,,,,,Двадцатый Век Фокс СНГ,,,,
Выпускник,movie,1967,105.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",7.87,8.0,8.9,0.0,,29460,294701,92,2,0,$,3000000.0,,,,,2002-02-14T00:00:00.000Z,,1967-12-20T00:00:00.000Z,,,104945305.0,$,104978912.0,$,,DVD Магия,,,
Ёлки 8,movie,2021,93.0,[{'name': 'комедия'}],3.399,3.0,0.0,0.0,,29437,423,0,2,0,,,,2021-12-30T00:00:00.000Z,,,,2021-12-16T00:00:00.000Z,2021-12-17T00:00:00.000Z,943911.0,$,,,991636.0,$,,,,,
"Всё, что нужно знать о путешествиях во времени",movie,2009,83.0,"[{'name': 'фантастика'}, {'name': 'комедия'}]",6.964,7.0,4.5,0.0,,29435,37404,20,0,0,,,,,,,,,2009-02-16T00:00:00.000Z,,,,,23820.0,$,,,,,
Реальные парни,movie,2012,91.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}]",6.834,6.4,5.2,76.9231,,29416,58601,105,13,0,$,15000000.0,,,,2013-04-09T00:00:00.000Z,2013-03-05T00:00:00.000Z,2013-01-31T00:00:00.000Z,2012-10-11T00:00:00.000Z,,,3310031.0,$,5072654.0,$,,,,,
Женщина в окне,movie,2021,101.0,"[{'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]",5.929,5.7,4.6,9.0909,,29407,86150,220,11,0,$,40000000.0,,2021-05-14T00:00:00.000Z,,,,,2021-05-14T00:00:00.000Z,,,,,,,,,,,
Освобождение: Последний штурм,movie,1971,75.0,[{'name': 'военный'}],8.308,7.6,0.0,0.0,,29406,467,0,0,0,,,,,,,2008-09-02T00:00:00.000Z,2022-05-05T00:00:00.000Z,1971-11-05T00:00:00.000Z,6300.0,$,,,,,,,,,
Измени или умри,movie,2019,82.0,"[{'name': 'ужасы'}, {'name': 'триллер'}]",6.04,4.8,0.0,0.0,,29390,2500,0,0,0,,,,2019-10-31T00:00:00.000Z,,,,,2019-02-01T00:00:00.000Z,,,,,,,,,,,
Чрево,movie,2010,107.0,"[{'name': 'фантастика'}, {'name': 'драма'}, {'name': 'мелодрама'}]",6.653,6.3,4.9,0.0,,29387,15604,20,1,0,€,3660000.0,,,,,2011-03-30T00:00:00.000Z,2011-01-20T00:00:00.000Z,2010-07-15T00:00:00.000Z,,,,,36257.0,$,Каравелла DDC,Кармен Видео,,,
Убийство в Париже,movie,2023,90.0,"[{'name': 'детектив'}, {'name': 'комедия'}, {'name': 'криминал'}]",6.019,5.7,4.9,66.6667,,29383,75692,94,3,0,,,,2023-03-31T00:00:00.000Z,,,,,2023-03-31T00:00:00.000Z,,,,,,,,,,,
Экзорцист Ватикана,movie,2023,103.0,[{'name': 'ужасы'}],6.227,6.1,5.1,100.0,,29381,94937,107,3,0,$,18000000.0,,,,,,,2023-04-05T00:00:00.000Z,,,20009380.0,$,76987621.0,$,,,,,
Блондинка,movie,2022,167.0,"[{'name': 'биография'}, {'name': 'драма'}]",6.099,5.5,5.5,50.0,,29375,75039,318,14,0,$,20000000.0,,2022-09-28T00:00:00.000Z,,,,,2022-09-08T00:00:00.000Z,7402.0,$,,,,,,,,,
Шеф под прикрытием,movie,2022,84.0,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}]",6.037,4.9,5.5,0.0,,29372,2998,11,0,0,,,,2023-03-22T00:00:00.000Z,,,,,2022-08-17T00:00:00.000Z,,,,,6257.0,$,,,,,
Искушение,movie,2020,131.0,"[{'name': 'биография'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'история'}]",6.457,6.7,7.2,100.0,,29370,27441,198,4,0,,,,2022-03-07T00:00:00.000Z,,,,,2021-07-09T00:00:00.000Z,89758.0,$,354481.0,$,4265353.0,$,,,,,
Иммигрант,movie,2023,85.0,"[{'name': 'боевик'}, {'name': 'криминал'}]",5.881,0.0,0.0,0.0,,29366,0,0,0,0,,,,,,,,2023-04-13T00:00:00.000Z,,,,,,,,,,,,
Улыбка 2,movie,2024,127.0,[{'name': 'ужасы'}],6.483,6.7,6.9,100.0,,29358,95672,205,8,0,$,28000000.0,,,,,,,2024-10-16T00:00:00.000Z,,,69012586.0,$,138128854.0,$,,,,,
Злая: Сказка о ведьме Запада,movie,2024,160.0,"[{'name': 'мюзикл'}, {'name': 'фэнтези'}, {'name': 'мелодрама'}]",7.031,7.5,7.8,85.7143,,29357,139115,386,14,0,$,150000000.0,,,,,,,2024-11-18T00:00:00.000Z,,,473209110.0,$,733678110.0,$,UPI,,,,
Днепровский рубеж,movie,2009,140.0,"[{'name': 'мелодрама'}, {'name': 'военный'}, {'name': 'история'}]",6.653,6.5,0.0,0.0,,29337,107,0,0,0,р.,1000000.0,,,,,2010-04-29T00:00:00.000Z,,2009-06-19T00:00:00.000Z,,,,,,,,,,,
Искатели могил 2,movie,2012,100.0,"[{'name': 'ужасы'}, {'name': 'детектив'}]",5.344,5.1,3.9,0.0,,29330,28567,11,0,0,,,,,,,2013-03-07T00:00:00.000Z,2013-01-10T00:00:00.000Z,2012-10-02T00:00:00.000Z,,,,,1552486.0,$,,,,,
"Мятежная Луна, часть 1: Дитя огня",movie,2023,133.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'драма'}, {'name': 'приключения'}]",5.696,5.6,4.2,60.0,,29330,134179,183,5,0,$,90000000.0,,2023-12-22T00:00:00.000Z,,,,,2023-12-15T00:00:00.000Z,,,,,,,,,,,
Завтра не умрет никогда,movie,1997,119.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",7.101,6.5,6.1,0.0,,29330,208855,93,0,0,$,110000000.0,,,,,,1997-12-19T00:00:00.000Z,1997-12-09T00:00:00.000Z,,,125304276.0,$,339340102.0,$,Ист-Вест,,,,
Так получилось,movie,2024,80.0,"[{'name': 'комедия'}, {'name': 'мелодрама'}]",7.275,0.0,0.0,0.0,,29322,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Верю в любовь,movie,2020,115.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'биография'}, {'name': 'музыка'}]",6.849,6.5,5.6,0.0,,29318,14136,48,0,0,,,,2020-03-30T00:00:00.000Z,,,,2020-03-19T00:00:00.000Z,2020-03-11T00:00:00.000Z,137409.0,$,9868521.0,$,16069730.0,$,,,,,
Неприкасаемые,movie,2011,102.0,"[{'name': 'драма'}, {'name': 'криминал'}]",7.37,6.9,5.0,0.0,,29318,9002,6,2,0,€,18700000.0,,,,2012-04-26T00:00:00.000Z,2012-04-12T00:00:00.000Z,2011-12-08T00:00:00.000Z,2011-11-10T00:00:00.000Z,170504.0,$,,,10249599.0,$,Централ Партнершип,Новый Диск,,,
Главное – не бояться!,movie,2010,106.0,"[{'name': 'фэнтези'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",6.953,6.2,3.0,0.0,,29303,29870,54,0,0,,,,,,,2011-11-10T00:00:00.000Z,2011-10-06T00:00:00.000Z,2011-02-04T00:00:00.000Z,353972.0,$,15375.0,$,6778388.0,$,,,,,
Сакура. Иц май лайф,movie,2024,90.0,"[{'name': 'драма'}, {'name': 'криминал'}]",6.658,0.0,0.0,0.0,,29294,0,0,0,0,,,,,,,,,2024-02-22T00:00:00.000Z,,,,,,,,,,,
Клык,movie,2009,97.0,"[{'name': 'триллер'}, {'name': 'драма'}]",6.38,7.1,7.8,0.0,,29291,116040,72,1,0,,,,,,,2011-06-23T00:00:00.000Z,2010-04-08T00:00:00.000Z,2009-05-18T00:00:00.000Z,24538.0,$,110248.0,$,384147.0,$,P&I Films,Мистерия Звука,,,
Стряпуха,movie,1966,71.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",7.498,6.3,0.0,0.0,,29287,209,0,0,0,,,,,,,2010-03-16T00:00:00.000Z,,1966-05-23T00:00:00.000Z,,,,,,,,,,,
Полеты во сне и наяву,movie,1982,86.0,[{'name': 'драма'}],7.857,7.5,0.0,0.0,,29285,1437,0,0,0,,,,,,,2010-06-17T00:00:00.000Z,,1983-01-17T00:00:00.000Z,,,,,,,,Мастер Тэйп,,,
Гарольд и Кумар уходят в отрыв,movie,2004,88.0,"[{'name': 'комедия'}, {'name': 'приключения'}]",6.673,7.0,6.5,0.0,,29271,210085,149,1,0,$,9000000.0,,,,,2005-01-17T00:00:00.000Z,2004-09-23T00:00:00.000Z,2004-05-20T00:00:00.000Z,455000.0,$,18250550.0,$,23936908.0,$,West,West Video,,,
Преследование,movie,2019,86.0,"[{'name': 'ужасы'}, {'name': 'боевик'}, {'name': 'триллер'}]",5.319,5.8,0.0,0.0,,29256,4751,0,0,0,,,,2020-05-07T00:00:00.000Z,,,,,2019-09-30T00:00:00.000Z,,,,,151484.0,$,,,,,
Большие мамочки: Сын как отец,movie,2011,103.0,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}]",5.852,4.5,2.8,0.0,,29244,30187,61,0,0,$,32000000.0,,,,2011-07-14T00:00:00.000Z,2011-03-17T00:00:00.000Z,2011-02-24T00:00:00.000Z,2011-02-16T00:00:00.000Z,2200026.0,$,37915414.0,$,82686066.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Опасные игры,movie,2020,94.0,[{'name': 'ужасы'}],5.943,5.3,0.0,0.0,,29202,3108,0,0,0,,,,2021-07-08T00:00:00.000Z,,,,,2020-10-21T00:00:00.000Z,,,142817.0,$,150913.0,$,,,,,
