name,type,year,movieLength,genres,rating.kp,rating.imdb,rating.filmCritics,rating.russianFilmCritics,rating.await,votes.kp,votes.imdb,votes.filmCritics,votes.russianFilmCritics,votes.await,budget.currency,budget.value,premiere.country,premiere.digital,premiere.cinema,premiere.bluray,premiere.dvd,premiere.russia,premiere.world,fees.russia.value,fees.russia.currency,fees.usa.value,fees.usa.currency,fees.world.value,fees.world.currency,distributors.distributor,distributors.distributorRelease,fees.russia,fees.usa,fees.world
Т-34,movie,2018,139.0,"[{'name': 'драма'}, {'name': 'военный'}, {'name': 'боевик'}, {'name': 'история'}]",6.827,6.8,0.0,70.0,,688468,15305,0,10,0,₽,600000000.0,,,,,2019-03-22T00:00:00.000Z,2019-01-01T00:00:00.000Z,2019-01-06T00:00:00.000Z,36458653.0,$,,,39349689.0,$,,,,,
Ford против Ferrari,movie,2019,152.0,"[{'name': 'биография'}, {'name': 'спорт'}, {'name': 'драма'}, {'name': 'боевик'}]",8.229,8.1,7.8,80.0,,688277,512038,363,10,0,$,97600000.0,,2020-02-14T00:00:00.000Z,,,,2019-11-14T00:00:00.000Z,2019-08-30T00:00:00.000Z,11535765.0,$,117624357.0,$,225508210.0,$,Двадцатый Век Фокс СНГ,,,,
Беспринципные в деревне,movie,2023,86.0,[{'name': 'комедия'}],6.58,0.0,0.0,0.0,,681922,0,0,0,0,,,,2023-04-26T00:00:00.000Z,,,,2023-03-02T00:00:00.000Z,,4048238.0,$,,,,,,,,,
Назад в будущее,movie,1985,116.0,"[{'name': 'фантастика'}, {'name': 'комедия'}, {'name': 'приключения'}]",8.647,8.5,8.9,0.0,,679593,1361351,111,2,0,$,19000000.0,,,,2010-11-02T00:00:00.000Z,2003-10-07T00:00:00.000Z,2013-06-27T00:00:00.000Z,1985-07-03T00:00:00.000Z,,,210609762.0,$,381109762.0,$,"Другое кино, Иноекино","Premier Digital, Юниверсал Пикчерс Рус",,,
Шерлок Холмс,movie,2009,128.0,"[{'name': 'боевик'}, {'name': 'приключения'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'детектив'}]",8.062,7.6,6.3,100.0,,678497,686247,248,9,0,$,90000000.0,,,,2010-04-06T00:00:00.000Z,2010-04-06T00:00:00.000Z,2009-12-31T00:00:00.000Z,2009-12-14T00:00:00.000Z,16494393.0,$,209028679.0,$,524028679.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Гарри Поттер и Тайная комната,movie,2002,161.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'семейный'}]",8.142,7.4,7.2,0.0,,677363,721495,238,1,0,$,100000000.0,,,,2009-01-20T00:00:00.000Z,2003-04-22T00:00:00.000Z,2002-12-26T00:00:00.000Z,2002-11-03T00:00:00.000Z,8000000.0,$,262641637.0,$,927068901.0,$,Каро-Премьер,"Premier Digital, Юниверсал Пикчерс Рус",,,
Джон Уик 4,movie,2023,169.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.577,7.6,8.2,81.8182,,666470,370104,384,11,0,$,90000000.0,,2023-06-13T00:00:00.000Z,,,,2023-03-23T00:00:00.000Z,2023-03-13T00:00:00.000Z,11209371.0,$,187131806.0,$,440180275.0,$,,,,,
Марсианин,movie,2015,144.0,"[{'name': 'фантастика'}, {'name': 'приключения'}]",7.765,8.0,7.9,95.2381,,664079,958711,384,21,0,$,108000000.0,,2015-12-28T00:00:00.000Z,,,,2015-10-08T00:00:00.000Z,2015-09-11T00:00:00.000Z,,,228433663.0,$,630161890.0,$,Двадцатый Век Фокс СНГ,,,,
Терминатор 2: Судный день,movie,1991,137.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}]",8.387,8.6,8.5,100.0,,660707,1219079,91,6,0,$,102000000.0,,,,,2009-09-01T00:00:00.000Z,1994-07-11T00:00:00.000Z,1991-07-01T00:00:00.000Z,705164.0,$,204843345.0,$,516950043.0,$,,,,,
Конёк-Горбунок,movie,2021,111.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.307,5.7,0.0,90.0,,656431,1450,0,10,0,₽,821157640.0,,2021-04-01T00:00:00.000Z,,,,2021-02-18T00:00:00.000Z,,15814332.0,$,,,15735746.0,$,,,,,
Бесславные ублюдки,movie,2009,153.0,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'военный'}]",8.012,8.4,7.9,80.0,,653321,1657496,334,10,0,$,70000000.0,,,,2009-12-08T00:00:00.000Z,2009-12-08T00:00:00.000Z,2009-08-20T00:00:00.000Z,2009-05-20T00:00:00.000Z,6002703.0,$,120540719.0,$,321455689.0,$,UPI,Юниверсал Пикчерс Рус,,,
Джокер,movie,2019,122.0,"[{'name': 'драма'}, {'name': 'криминал'}, {'name': 'триллер'}]",7.996,8.3,7.3,89.2857,,649534,1586240,598,28,0,$,55000000.0,,2019-12-27T00:00:00.000Z,,,,2019-10-03T00:00:00.000Z,2019-08-31T00:00:00.000Z,31418225.0,$,335451311.0,$,1078751311.0,$,Каро-Премьер,,,,
Дьявол носит Prada,movie,2006,109.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.704,6.9,6.6,0.0,,648136,493261,193,2,0,$,35000000.0,,,,2008-11-20T00:00:00.000Z,2006-11-28T00:00:00.000Z,2006-10-05T00:00:00.000Z,2006-06-19T00:00:00.000Z,6145418.0,$,124740460.0,$,326551094.0,$,Гемини Киномир,Двадцатый Век Фокс СНГ,,,
Один дома 2: Затерянный в Нью-Йорке,movie,1992,119.0,"[{'name': 'комедия'}, {'name': 'семейный'}, {'name': 'приключения'}]",8.033,6.9,4.5,0.0,,646172,425265,57,0,0,$,18000000.0,,,,2009-11-26T00:00:00.000Z,2005-12-13T00:00:00.000Z,1994-12-23T00:00:00.000Z,1992-11-15T00:00:00.000Z,,,173585516.0,$,358994850.0,$,,"Гемини-Фильм, Двадцатый Век Фокс СНГ",,,
Баба Яга спасает мир,movie,2023,90.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'семейный'}, {'name': 'приключения'}]",7.274,0.0,0.0,0.0,,640917,0,0,0,0,,,,,,,,2023-08-03T00:00:00.000Z,,6989525.0,$,,,,,,,,,
Исчезнувшая,movie,2014,149.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",7.962,8.1,8.1,96.2963,,640472,1109040,376,27,0,$,61000000.0,,,,2014-12-31T00:00:00.000Z,2014-12-31T00:00:00.000Z,2014-10-02T00:00:00.000Z,2014-09-26T00:00:00.000Z,11601978.0,$,167767189.0,$,369330363.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Престиж,movie,2006,130.0,"[{'name': 'триллер'}, {'name': 'фантастика'}, {'name': 'драма'}, {'name': 'детектив'}]",8.516,8.5,7.1,33.3333,,639524,1497557,207,3,0,$,40000000.0,,,,2009-09-15T00:00:00.000Z,2011-10-13T00:00:00.000Z,2007-01-18T00:00:00.000Z,2006-10-17T00:00:00.000Z,1965984.0,$,53089891.0,$,109676311.0,$,Каро-Премьер,"Юниверсал Пикчерс Рус, CP-Digital",,,
Однажды в… Голливуде,movie,2019,161.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.68,7.6,7.9,100.0,,636013,892048,580,13,0,$,90000000.0,,2019-11-25T00:00:00.000Z,,,,2019-08-08T00:00:00.000Z,2019-05-21T00:00:00.000Z,19260721.0,$,142502728.0,$,377426903.0,$,WDSSPR,,,,
Круэлла,movie,2021,134.0,"[{'name': 'комедия'}, {'name': 'криминал'}, {'name': 'драма'}]",7.579,7.3,6.8,67.8571,,634697,278686,416,28,0,$,200000000.0,,2021-05-28T00:00:00.000Z,,,,2021-06-03T00:00:00.000Z,2021-05-18T00:00:00.000Z,10965004.0,$,86103234.0,$,233503234.0,$,Дисней Студиос,,,,
Хатико: Самый верный друг,movie,2008,89.0,"[{'name': 'драма'}, {'name': 'семейный'}, {'name': 'биография'}]",8.365,8.1,5.9,80.0,,624292,317152,28,5,0,$,16000000.0,,,,,2009-11-26T00:00:00.000Z,2009-10-22T00:00:00.000Z,2009-06-13T00:00:00.000Z,2046840.0,$,,,46184345.0,$,,,,,
Гарри Поттер и Дары Смерти: Часть II,movie,2011,130.0,"[{'name': 'фэнтези'}, {'name': 'детектив'}, {'name': 'приключения'}, {'name': 'семейный'}]",8.164,8.1,8.4,83.3333,,623882,985963,331,12,0,$,125000000.0,,,,2011-11-17T00:00:00.000Z,2011-11-17T00:00:00.000Z,2011-07-13T00:00:00.000Z,2011-07-07T00:00:00.000Z,37185546.0,$,381447587.0,$,1356841355.0,$,Каро-Премьер,CP-Digital,,,
Триггер. Фильм,movie,2023,99.0,[{'name': 'драма'}],6.298,0.0,0.0,0.0,,622690,0,0,0,0,,,,2023-12-21T00:00:00.000Z,,,,,,,,,,,,,,,,
Пираты Карибского моря: На краю света,movie,2007,169.0,"[{'name': 'приключения'}, {'name': 'боевик'}, {'name': 'фэнтези'}]",8.066,7.1,5.5,0.0,,622677,713225,226,2,0,$,300000000.0,,,,2009-10-01T00:00:00.000Z,2012-04-03T00:00:00.000Z,2007-05-24T00:00:00.000Z,2007-05-19T00:00:00.000Z,30850884.0,$,309420425.0,$,960996492.0,$,BVSPR,"ВС трейд, Уолт Дисней Компани СНГ",,,
Властелин колец: Возвращение короля,movie,2003,201.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'драма'}, {'name': 'боевик'}]",8.674,9.0,8.7,100.0,,616774,2056173,280,8,0,$,94000000.0,,,,2010-04-06T00:00:00.000Z,2004-05-25T00:00:00.000Z,2004-01-22T00:00:00.000Z,2003-12-01T00:00:00.000Z,14085000.0,$,379427292.0,$,1156194180.0,$,Каро-Премьер,"Premier Digital, Юниверсал Пикчерс Рус",,,
Большой куш,movie,2000,104.0,"[{'name': 'криминал'}, {'name': 'комедия'}, {'name': 'боевик'}]",8.554,8.2,6.4,100.0,,616751,937434,142,3,0,$,10000000.0,,,,2009-10-29T00:00:00.000Z,2001-08-30T00:00:00.000Z,2001-05-10T00:00:00.000Z,2000-08-23T00:00:00.000Z,,,30328156.0,$,83557872.0,$,Каскад фильм,Columbia/Sony,,,
Главный герой,movie,2021,115.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'мелодрама'}]",7.373,7.1,7.0,85.7143,,616629,456909,296,14,0,$,120000000.0,,2021-10-15T00:00:00.000Z,,,,2021-08-12T00:00:00.000Z,2021-08-10T00:00:00.000Z,11429576.0,$,121626598.0,$,331526598.0,$,Дисней Студиос,,,,
Иван Васильевич меняет всё,movie,2023,106.0,"[{'name': 'комедия'}, {'name': 'фантастика'}, {'name': 'приключения'}]",6.57,4.4,0.0,0.0,,616005,679,0,2,0,,,,,,,,2023-12-31T00:00:00.000Z,,,,,,,,,,,,
Первому игроку приготовиться,movie,2018,140.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.445,7.4,6.8,92.5926,,615582,510168,441,27,0,$,175000000.0,,2018-07-04T00:00:00.000Z,,,,2018-03-29T00:00:00.000Z,2018-03-11T00:00:00.000Z,11837806.0,$,137690172.0,$,583490172.0,$,Каро-Премьер,,,,
Всё везде и сразу,movie,2021,139.0,"[{'name': 'фантастика'}, {'name': 'комедия'}, {'name': 'боевик'}, {'name': 'приключения'}, {'name': 'драма'}]",7.192,7.8,8.6,90.0,,615276,573410,406,10,0,$,25000000.0,,2022-06-08T00:00:00.000Z,,,,2022-04-07T00:00:00.000Z,2022-03-11T00:00:00.000Z,2799043.0,$,77191785.0,$,139407019.0,$,,,,,
Алита: Боевой ангел,movie,2019,121.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.233,7.3,6.0,66.6667,,607461,308371,329,12,0,$,170000000.0,,2019-07-12T00:00:00.000Z,,,,2019-02-14T00:00:00.000Z,2019-01-31T00:00:00.000Z,12731084.0,$,85838210.0,$,404980543.0,$,Двадцатый Век Фокс СНГ,,,,
Легенда №17,movie,2012,134.0,"[{'name': 'биография'}, {'name': 'спорт'}, {'name': 'драма'}]",7.995,7.4,0.0,85.2941,,605772,6289,0,34,0,€,10000000.0,,,,2013-05-30T00:00:00.000Z,2013-05-30T00:00:00.000Z,2013-04-18T00:00:00.000Z,2013-04-18T00:00:00.000Z,29523237.0,$,,,16096860.0,$,,,,,
Хоббит: Нежданное путешествие,movie,2012,169.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'боевик'}]",8.113,7.8,6.6,90.0,,604109,896964,302,30,0,$,180000000.0,,,,2013-04-11T00:00:00.000Z,2013-04-11T00:00:00.000Z,2012-12-19T00:00:00.000Z,2012-11-28T00:00:00.000Z,43846779.0,$,303003568.0,$,1017003568.0,$,Каро-Премьер,CP Дистрибуция,,,
Шоу Трумана,movie,1998,103.0,"[{'name': 'драма'}, {'name': 'комедия'}]",8.282,8.2,8.5,0.0,,602289,1259573,162,0,0,$,60000000.0,,,,,2009-12-15T00:00:00.000Z,1998-11-05T00:00:00.000Z,1998-06-01T00:00:00.000Z,,,125618201.0,$,264118201.0,$,Ист-Вест,Юниверсал Пикчерс Рус,,,
Властелин колец: Две крепости,movie,2002,179.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'драма'}, {'name': 'боевик'}]",8.615,8.8,8.5,83.3333,,601166,1853227,258,6,0,$,94000000.0,,,,2010-04-06T00:00:00.000Z,2003-08-28T00:00:00.000Z,2003-01-22T00:00:00.000Z,2002-12-05T00:00:00.000Z,9400000.0,$,342952511.0,$,948945489.0,$,"Каро-Премьер, UPI","Premier Digital, Юниверсал Пикчерс Рус",,,
Беляковы в отпуске,movie,2024,93.0,[{'name': 'комедия'}],7.339,0.0,0.0,0.0,,599406,0,0,1,0,,,,,,,,2024-09-26T00:00:00.000Z,,2458931.0,$,,,,,,,,,
Далласский клуб покупателей,movie,2013,118.0,"[{'name': 'драма'}, {'name': 'биография'}]",7.948,7.9,7.8,83.3333,,594117,531483,264,18,0,$,5000000.0,,,,,2014-04-08T00:00:00.000Z,2014-02-27T00:00:00.000Z,2013-09-07T00:00:00.000Z,1396312.0,$,27298285.0,$,55198285.0,$,,,,,
Лига справедливости Зака Снайдера,movie,2021,242.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'фэнтези'}]",7.809,7.9,6.7,92.3077,,591129,452861,314,26,0,$,300000000.0,,2021-03-18T00:00:00.000Z,,,,,2021-03-18T00:00:00.000Z,,,,,,,,,,,
Люди в чёрном,movie,1997,98.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'приключения'}]",8.041,7.3,7.5,0.0,,586230,632851,93,0,0,$,90000000.0,,2012-04-16T00:00:00.000Z,,2008-09-25T00:00:00.000Z,2007-07-20T00:00:00.000Z,1997-09-16T00:00:00.000Z,1997-06-25T00:00:00.000Z,540000.0,$,250690539.0,$,589390539.0,$,,,,,
Гарри Поттер и Кубок огня,movie,2005,157.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.968,7.7,7.4,0.0,,579663,709933,256,1,0,$,150000000.0,,,,2008-12-23T00:00:00.000Z,2006-04-11T00:00:00.000Z,2005-12-22T00:00:00.000Z,2005-11-06T00:00:00.000Z,7837694.0,$,290469928.0,$,897048705.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Живая сталь,movie,2011,127.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'семейный'}]",7.668,7.1,5.9,71.4286,,576587,367780,233,7,0,$,110000000.0,,,,2012-02-07T00:00:00.000Z,2012-02-07T00:00:00.000Z,2011-10-06T00:00:00.000Z,2011-09-06T00:00:00.000Z,19310230.0,$,85468508.0,$,299268508.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Константин: Повелитель тьмы,movie,2005,121.0,"[{'name': 'фэнтези'}, {'name': 'ужасы'}, {'name': 'боевик'}, {'name': 'детектив'}]",7.868,7.0,5.5,75.0,,571069,387982,224,4,0,$,100000000.0,,,,2009-02-03T00:00:00.000Z,2005-12-06T00:00:00.000Z,2005-03-24T00:00:00.000Z,2005-02-07T00:00:00.000Z,3635000.0,$,75976178.0,$,230884728.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Чарли и шоколадная фабрика,movie,2005,115.0,"[{'name': 'мюзикл'}, {'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.639,6.7,7.2,0.0,,570941,546514,229,1,0,$,150000000.0,,,,2009-05-19T00:00:00.000Z,2011-02-24T00:00:00.000Z,2005-08-25T00:00:00.000Z,2005-07-10T00:00:00.000Z,1140000.0,$,206459076.0,$,474968763.0,$,Каро-Премьер,"CP-Digital, Юниверсал Пикчерс Рус",,,
Счастливое число Слевина,movie,2005,110.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",8.137,7.7,5.9,80.0,,569108,328413,154,5,0,$,27000000.0,,,,,2008-12-25T00:00:00.000Z,2006-04-13T00:00:00.000Z,2006-02-24T00:00:00.000Z,752500.0,$,22495466.0,$,56308881.0,$,,,,,
Маска,movie,1994,101.0,"[{'name': 'комедия'}, {'name': 'фэнтези'}, {'name': 'криминал'}]",7.986,7.0,6.5,0.0,,569065,440857,56,1,0,$,23000000.0,,,,,2011-12-15T00:00:00.000Z,1994-12-14T00:00:00.000Z,1994-07-28T00:00:00.000Z,,,119938730.0,$,351583407.0,$,Аргус-СВ,CP-Digital,,,
Брюс Всемогущий,movie,2003,97.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'драма'}]",7.746,6.8,5.7,0.0,,565881,448336,190,2,0,$,81000000.0,,,,,2008-10-28T00:00:00.000Z,2003-09-18T00:00:00.000Z,2003-05-14T00:00:00.000Z,3879961.0,$,242829261.0,$,484592874.0,$,Парадиз,Парадиз,,,
Омерзительная восьмерка,movie,2015,168.0,"[{'name': 'вестерн'}, {'name': 'криминал'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",7.995,7.8,7.3,87.0968,,564841,684481,333,31,0,$,44000000.0,,2016-03-31T00:00:00.000Z,,2016-05-16T00:00:00.000Z,2016-05-16T00:00:00.000Z,2016-01-14T00:00:00.000Z,2015-12-07T00:00:00.000Z,6307477.0,$,54117416.0,$,155760117.0,$,Централ Партнершип,НД Плэй,,,
Грань будущего,movie,2014,113.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.942,7.9,7.5,95.0,,564830,764952,338,20,0,$,178000000.0,,,,2014-10-02T00:00:00.000Z,2014-10-02T00:00:00.000Z,2014-06-05T00:00:00.000Z,2014-05-28T00:00:00.000Z,20837481.0,$,100206256.0,$,370541256.0,$,Каро-Премьер,CP Дистрибуция,,,
Лулу и Бриггс,movie,2021,101.0,"[{'name': 'комедия'}, {'name': 'драма'}, {'name': 'приключения'}]",7.413,6.5,6.2,0.0,,561360,49095,158,2,0,$,15000000.0,,2022-03-24T00:00:00.000Z,,,,2022-02-23T00:00:00.000Z,2022-02-14T00:00:00.000Z,3818740.0,$,61778069.0,$,84550282.0,$,,,,,
Довод,movie,2020,150.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}]",7.512,7.3,6.9,58.6207,,557951,624167,379,29,0,$,205000000.0,,2020-12-15T00:00:00.000Z,,,,2020-09-03T00:00:00.000Z,2020-08-22T00:00:00.000Z,13152976.0,$,58504105.0,$,365304105.0,$,Каро-Премьер,,,,
Лучшее предложение,movie,2012,131.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",8.028,7.8,5.9,66.6667,,556828,130334,33,6,0,€,13500000.0,,,,2013-09-09T00:00:00.000Z,2013-09-09T00:00:00.000Z,2013-08-01T00:00:00.000Z,2013-01-01T00:00:00.000Z,1023453.0,$,100035.0,$,20596350.0,$,,,,,
Валериан и город тысячи планет,movie,2017,136.0,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.947,6.4,5.5,76.1905,,555635,202540,297,21,0,$,177200000.0,,2017-11-28T00:00:00.000Z,,,,2017-08-10T00:00:00.000Z,2017-07-17T00:00:00.000Z,14746154.0,$,41189488.0,$,225874228.0,$,,,,,
Молчание ягнят,movie,1990,118.0,"[{'name': 'триллер'}, {'name': 'детектив'}, {'name': 'криминал'}, {'name': 'драма'}, {'name': 'ужасы'}]",8.334,8.6,8.8,0.0,,553778,1614094,153,1,0,$,19000000.0,,,,2009-04-23T00:00:00.000Z,2009-02-05T00:00:00.000Z,2021-09-16T00:00:00.000Z,1991-01-30T00:00:00.000Z,134890.0,$,130742922.0,$,272742922.0,$,,Двадцатый Век Фокс СНГ,,,
Человек-паук,movie,2002,121.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.751,7.4,7.6,0.0,,553271,912675,249,0,0,$,139000000.0,,,,2008-03-20T00:00:00.000Z,2002-10-24T00:00:00.000Z,2002-05-01T00:00:00.000Z,2002-04-30T00:00:00.000Z,3529289.0,$,403706375.0,$,821708551.0,$,Каскад фильм,Columbia/Sony,,,
Такси,movie,1998,89.0,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}]",7.991,7.0,0.0,0.0,,550925,92087,0,0,0,FRF,53000000.0,,,,,2003-11-13T00:00:00.000Z,1998-10-23T00:00:00.000Z,1998-04-08T00:00:00.000Z,100000.0,$,268254.0,$,268254.0,$,,,,,
Тор: Рагнарёк,movie,2017,130.0,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'приключения'}]",7.715,7.9,7.6,90.4762,,549835,845422,439,21,0,$,180000000.0,,2018-02-23T00:00:00.000Z,,2018-03-27T00:00:00.000Z,2018-03-27T00:00:00.000Z,2017-11-02T00:00:00.000Z,2017-10-10T00:00:00.000Z,24856442.0,$,315058289.0,$,853977126.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Время,movie,2011,109.0,"[{'name': 'фантастика'}, {'name': 'мелодрама'}, {'name': 'боевик'}]",7.277,6.7,5.3,44.4444,,549513,462495,173,9,0,$,40000000.0,,,,2012-02-23T00:00:00.000Z,2011-12-08T00:00:00.000Z,2011-10-27T00:00:00.000Z,2011-09-30T00:00:00.000Z,14773018.0,$,37520095.0,$,173930596.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
